OBJECTID,ISO_2_CODE,ISO_3_CODE,ADM0_NAME,date_epicrv,NewCase,CumCase,NewDeath,CumDeath,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
4205,PF,PYF,French Polynesia,2020-03-30T00:00:00.000Z,1,35,0,0,"法属波利尼西亚
",,,,
4206,PF,PYF,French Polynesia,2020-03-31T00:00:00.000Z,1,36,0,0,"法属波利尼西亚
",,,,
4207,PF,PYF,French Polynesia,2020-04-01T00:00:00.000Z,1,37,0,0,"法属波利尼西亚
",,,,
4208,PF,PYF,French Polynesia,2020-04-02T00:00:00.000Z,0,37,0,0,"法属波利尼西亚
",,,,
4209,PF,PYF,French Polynesia,2020-04-03T00:00:00.000Z,0,37,0,0,"法属波利尼西亚
",,,,
4210,PF,PYF,French Polynesia,2020-04-04T00:00:00.000Z,2,39,0,0,"法属波利尼西亚
",,,,
4211,PF,PYF,French Polynesia,2020-04-05T00:00:00.000Z,1,40,0,0,"法属波利尼西亚
",,,,
4212,PF,PYF,French Polynesia,2020-04-06T00:00:00.000Z,1,41,0,0,"法属波利尼西亚
",,,,
4213,PF,PYF,French Polynesia,2020-04-07T00:00:00.000Z,1,42,0,0,"法属波利尼西亚
",,,,
4214,PF,PYF,French Polynesia,2020-04-08T00:00:00.000Z,5,47,0,0,"法属波利尼西亚
",,,,
4215,PF,PYF,French Polynesia,2020-04-09T00:00:00.000Z,4,51,0,0,"法属波利尼西亚
",,,,
4216,PF,PYF,French Polynesia,2020-04-10T00:00:00.000Z,0,51,0,0,"法属波利尼西亚
",,,,
4217,PF,PYF,French Polynesia,2020-04-11T00:00:00.000Z,0,51,0,0,"法属波利尼西亚
",,,,
4218,PF,PYF,French Polynesia,2020-04-12T00:00:00.000Z,0,51,0,0,"法属波利尼西亚
",,,,
4219,PF,PYF,French Polynesia,2020-04-13T00:00:00.000Z,2,53,0,0,"法属波利尼西亚
",,,,
4220,PF,PYF,French Polynesia,2020-04-14T00:00:00.000Z,2,55,0,0,"法属波利尼西亚
",,,,
4221,PF,PYF,French Polynesia,2020-04-15T00:00:00.000Z,0,55,0,0,"法属波利尼西亚
",,,,
4222,PF,PYF,French Polynesia,2020-04-16T00:00:00.000Z,0,55,0,0,"法属波利尼西亚
",,,,
4223,PF,PYF,French Polynesia,2020-04-17T00:00:00.000Z,0,55,0,0,"法属波利尼西亚
",,,,
4224,PF,PYF,French Polynesia,2020-04-18T00:00:00.000Z,0,55,0,0,"法属波利尼西亚
",,,,
4225,PF,PYF,French Polynesia,2020-04-19T00:00:00.000Z,0,55,0,0,"法属波利尼西亚
",,,,
4226,PF,PYF,French Polynesia,2020-04-20T00:00:00.000Z,0,55,0,0,"法属波利尼西亚
",,,,
4227,PF,PYF,French Polynesia,2020-04-21T00:00:00.000Z,1,56,0,0,"法属波利尼西亚
",,,,
4228,PF,PYF,French Polynesia,2020-04-22T00:00:00.000Z,1,57,0,0,"法属波利尼西亚
",,,,
4229,PF,PYF,French Polynesia,2020-04-23T00:00:00.000Z,0,57,0,0,"法属波利尼西亚
",,,,
4230,PF,PYF,French Polynesia,2020-04-24T00:00:00.000Z,0,57,0,0,"法属波利尼西亚
",,,,
4231,PF,PYF,French Polynesia,2020-04-25T00:00:00.000Z,0,57,0,0,"法属波利尼西亚
",,,,
4232,PF,PYF,French Polynesia,2020-04-26T00:00:00.000Z,0,57,0,0,"法属波利尼西亚
",,,,
4233,PF,PYF,French Polynesia,2020-04-27T00:00:00.000Z,0,57,0,0,"法属波利尼西亚
",,,,
4234,PF,PYF,French Polynesia,2020-04-28T00:00:00.000Z,1,58,0,0,"法属波利尼西亚
",,,,
4235,PF,PYF,French Polynesia,2020-04-29T00:00:00.000Z,0,58,0,0,"法属波利尼西亚
",,,,
4236,PF,PYF,French Polynesia,2020-04-30T00:00:00.000Z,0,58,0,0,"法属波利尼西亚
",,,,
4237,PF,PYF,French Polynesia,2020-05-01T00:00:00.000Z,0,58,0,0,"法属波利尼西亚
",,,,
4238,PF,PYF,French Polynesia,2020-05-02T00:00:00.000Z,0,58,0,0,"法属波利尼西亚
",,,,
4239,PF,PYF,French Polynesia,2020-05-03T00:00:00.000Z,0,58,0,0,"法属波利尼西亚
",,,,
4240,PF,PYF,French Polynesia,2020-05-04T00:00:00.000Z,0,58,0,0,"法属波利尼西亚
",,,,
4241,GA,GAB,Gabon,2020-03-14T00:00:00.000Z,1,1,0,0,加蓬,Gabon,Gabón,Габон,غابون
4242,GA,GAB,Gabon,2020-03-15T00:00:00.000Z,0,1,0,0,加蓬,Gabon,Gabón,Габон,غابون
4243,GA,GAB,Gabon,2020-03-16T00:00:00.000Z,0,1,0,0,加蓬,Gabon,Gabón,Габон,غابون
4244,GA,GAB,Gabon,2020-03-17T00:00:00.000Z,0,1,0,0,加蓬,Gabon,Gabón,Габон,غابون
4245,GA,GAB,Gabon,2020-03-18T00:00:00.000Z,2,3,0,0,加蓬,Gabon,Gabón,Габон,غابون
4246,GA,GAB,Gabon,2020-03-19T00:00:00.000Z,0,3,0,0,加蓬,Gabon,Gabón,Габон,غابون
4247,GA,GAB,Gabon,2020-03-20T00:00:00.000Z,0,3,1,1,加蓬,Gabon,Gabón,Габон,غابون
4248,GA,GAB,Gabon,2020-03-21T00:00:00.000Z,0,3,0,1,加蓬,Gabon,Gabón,Габон,غابون
4249,GA,GAB,Gabon,2020-03-22T00:00:00.000Z,3,6,0,1,加蓬,Gabon,Gabón,Габон,غابون
4250,GA,GAB,Gabon,2020-03-23T00:00:00.000Z,0,6,0,1,加蓬,Gabon,Gabón,Габон,غابون
4251,GA,GAB,Gabon,2020-03-24T00:00:00.000Z,0,6,0,1,加蓬,Gabon,Gabón,Габон,غابون
4252,GA,GAB,Gabon,2020-03-25T00:00:00.000Z,0,6,0,1,加蓬,Gabon,Gabón,Габон,غابون
4253,GA,GAB,Gabon,2020-03-26T00:00:00.000Z,0,6,0,1,加蓬,Gabon,Gabón,Габон,غابون
4254,GA,GAB,Gabon,2020-03-27T00:00:00.000Z,0,6,0,1,加蓬,Gabon,Gabón,Габон,غابون
4255,GA,GAB,Gabon,2020-03-28T00:00:00.000Z,1,7,0,1,加蓬,Gabon,Gabón,Габон,غابون
4256,GA,GAB,Gabon,2020-03-29T00:00:00.000Z,0,7,0,1,加蓬,Gabon,Gabón,Габон,غابون
4257,GA,GAB,Gabon,2020-03-30T00:00:00.000Z,0,7,0,1,加蓬,Gabon,Gabón,Габон,غابون
4258,GA,GAB,Gabon,2020-03-31T00:00:00.000Z,0,7,0,1,加蓬,Gabon,Gabón,Габон,غابون
4259,GA,GAB,Gabon,2020-04-01T00:00:00.000Z,0,7,0,1,加蓬,Gabon,Gabón,Габон,غابون
4260,GA,GAB,Gabon,2020-04-02T00:00:00.000Z,0,7,0,1,加蓬,Gabon,Gabón,Габон,غابون
4261,GA,GAB,Gabon,2020-04-03T00:00:00.000Z,11,18,0,1,加蓬,Gabon,Gabón,Габон,غابون
4262,GA,GAB,Gabon,2020-04-04T00:00:00.000Z,3,21,0,1,加蓬,Gabon,Gabón,Габон,غابون
4263,GA,GAB,Gabon,2020-04-05T00:00:00.000Z,0,21,0,1,加蓬,Gabon,Gabón,Габон,غابون
4264,GA,GAB,Gabon,2020-04-06T00:00:00.000Z,0,21,0,1,加蓬,Gabon,Gabón,Габон,غابون
4265,GA,GAB,Gabon,2020-04-07T00:00:00.000Z,0,21,0,1,加蓬,Gabon,Gabón,Габон,غابون
4266,GA,GAB,Gabon,2020-04-08T00:00:00.000Z,3,24,0,1,加蓬,Gabon,Gabón,Габон,غابون
4267,GA,GAB,Gabon,2020-04-09T00:00:00.000Z,0,24,0,1,加蓬,Gabon,Gabón,Габон,غابون
4268,GA,GAB,Gabon,2020-04-10T00:00:00.000Z,20,44,0,1,加蓬,Gabon,Gabón,Габон,غابون
4269,GA,GAB,Gabon,2020-04-11T00:00:00.000Z,0,44,0,1,加蓬,Gabon,Gabón,Габон,غابون
4270,GA,GAB,Gabon,2020-04-12T00:00:00.000Z,5,49,0,1,加蓬,Gabon,Gabón,Габон,غابون
4271,GA,GAB,Gabon,2020-04-13T00:00:00.000Z,8,57,0,1,加蓬,Gabon,Gabón,Габон,غابون
4272,GA,GAB,Gabon,2020-04-14T00:00:00.000Z,0,57,0,1,加蓬,Gabon,Gabón,Габон,غابون
4273,GA,GAB,Gabon,2020-04-15T00:00:00.000Z,23,80,0,1,加蓬,Gabon,Gabón,Габон,غابون
4274,GA,GAB,Gabon,2020-04-16T00:00:00.000Z,7,87,0,1,加蓬,Gabon,Gabón,Габон,غابون
4275,GA,GAB,Gabon,2020-04-17T00:00:00.000Z,8,95,0,1,加蓬,Gabon,Gabón,Габон,غابون
4276,GA,GAB,Gabon,2020-04-18T00:00:00.000Z,0,95,0,1,加蓬,Gabon,Gabón,Габон,غابون
4277,GA,GAB,Gabon,2020-04-19T00:00:00.000Z,13,108,0,1,加蓬,Gabon,Gabón,Габон,غابون
4278,GA,GAB,Gabon,2020-04-20T00:00:00.000Z,1,109,0,1,加蓬,Gabon,Gabón,Габон,غابون
4279,GA,GAB,Gabon,2020-04-21T00:00:00.000Z,11,120,0,1,加蓬,Gabon,Gabón,Габон,غابون
4280,GA,GAB,Gabon,2020-04-22T00:00:00.000Z,36,156,0,1,加蓬,Gabon,Gabón,Габон,غابون
4281,GA,GAB,Gabon,2020-04-23T00:00:00.000Z,10,166,0,1,加蓬,Gabon,Gabón,Габон,غابون
4282,GA,GAB,Gabon,2020-04-24T00:00:00.000Z,0,166,1,2,加蓬,Gabon,Gabón,Габон,غابون
4283,GA,GAB,Gabon,2020-04-25T00:00:00.000Z,6,172,1,3,加蓬,Gabon,Gabón,Габон,غابون
4284,GA,GAB,Gabon,2020-04-26T00:00:00.000Z,4,176,0,3,加蓬,Gabon,Gabón,Габон,غابون
4285,GA,GAB,Gabon,2020-04-27T00:00:00.000Z,0,176,0,3,加蓬,Gabon,Gabón,Габон,غابون
4286,GA,GAB,Gabon,2020-04-28T00:00:00.000Z,0,176,0,3,加蓬,Gabon,Gabón,Габон,غابون
4287,GA,GAB,Gabon,2020-04-29T00:00:00.000Z,62,238,0,3,加蓬,Gabon,Gabón,Габон,غابون
4288,GA,GAB,Gabon,2020-04-30T00:00:00.000Z,38,276,0,3,加蓬,Gabon,Gabón,Габон,غابون
4289,GA,GAB,Gabon,2020-05-01T00:00:00.000Z,0,276,0,3,加蓬,Gabon,Gabón,Габон,غابون
4290,GA,GAB,Gabon,2020-05-02T00:00:00.000Z,32,308,1,4,加蓬,Gabon,Gabón,Габон,غابون
4291,GA,GAB,Gabon,2020-05-03T00:00:00.000Z,27,335,1,5,加蓬,Gabon,Gabón,Габон,غابون
4292,GA,GAB,Gabon,2020-05-04T00:00:00.000Z,0,335,0,5,加蓬,Gabon,Gabón,Габон,غابون
4293,GM,GMB,Gambia,2020-03-18T00:00:00.000Z,1,1,0,0,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4294,GM,GMB,Gambia,2020-03-19T00:00:00.000Z,0,1,0,0,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4295,GM,GMB,Gambia,2020-03-20T00:00:00.000Z,0,1,0,0,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4296,GM,GMB,Gambia,2020-03-21T00:00:00.000Z,0,1,0,0,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4297,GM,GMB,Gambia,2020-03-22T00:00:00.000Z,0,1,0,0,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4298,GM,GMB,Gambia,2020-03-23T00:00:00.000Z,0,1,0,0,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4299,GM,GMB,Gambia,2020-03-24T00:00:00.000Z,0,1,0,0,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4300,GM,GMB,Gambia,2020-03-25T00:00:00.000Z,1,2,0,0,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4301,GM,GMB,Gambia,2020-03-26T00:00:00.000Z,0,2,0,0,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4302,GM,GMB,Gambia,2020-03-27T00:00:00.000Z,0,2,0,0,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4303,GM,GMB,Gambia,2020-03-28T00:00:00.000Z,0,2,1,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4304,GM,GMB,Gambia,2020-03-29T00:00:00.000Z,1,3,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4305,GM,GMB,Gambia,2020-03-30T00:00:00.000Z,0,3,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4306,GM,GMB,Gambia,2020-03-31T00:00:00.000Z,0,3,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4307,GM,GMB,Gambia,2020-04-01T00:00:00.000Z,0,3,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4308,GM,GMB,Gambia,2020-04-02T00:00:00.000Z,0,3,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4309,GM,GMB,Gambia,2020-04-03T00:00:00.000Z,1,4,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4310,GM,GMB,Gambia,2020-04-04T00:00:00.000Z,0,4,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4311,GM,GMB,Gambia,2020-04-05T00:00:00.000Z,0,4,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4312,GM,GMB,Gambia,2020-04-06T00:00:00.000Z,0,4,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4313,GM,GMB,Gambia,2020-04-07T00:00:00.000Z,0,4,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4314,GM,GMB,Gambia,2020-04-08T00:00:00.000Z,0,4,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4315,GM,GMB,Gambia,2020-04-09T00:00:00.000Z,0,4,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4316,GM,GMB,Gambia,2020-04-10T00:00:00.000Z,0,4,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4317,GM,GMB,Gambia,2020-04-11T00:00:00.000Z,0,4,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4318,GM,GMB,Gambia,2020-04-12T00:00:00.000Z,5,9,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4319,GM,GMB,Gambia,2020-04-13T00:00:00.000Z,0,9,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4320,GM,GMB,Gambia,2020-04-14T00:00:00.000Z,0,9,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4321,GM,GMB,Gambia,2020-04-15T00:00:00.000Z,0,9,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4322,GM,GMB,Gambia,2020-04-16T00:00:00.000Z,0,9,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4323,GM,GMB,Gambia,2020-04-17T00:00:00.000Z,0,9,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4324,GM,GMB,Gambia,2020-04-18T00:00:00.000Z,0,9,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4325,GM,GMB,Gambia,2020-04-19T00:00:00.000Z,0,9,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4326,GM,GMB,Gambia,2020-04-20T00:00:00.000Z,0,9,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4327,GM,GMB,Gambia,2020-04-21T00:00:00.000Z,1,10,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4328,GM,GMB,Gambia,2020-04-22T00:00:00.000Z,0,10,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4329,GM,GMB,Gambia,2020-04-23T00:00:00.000Z,0,10,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4330,GM,GMB,Gambia,2020-04-24T00:00:00.000Z,0,10,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4331,GM,GMB,Gambia,2020-04-25T00:00:00.000Z,0,10,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4332,GM,GMB,Gambia,2020-04-26T00:00:00.000Z,0,10,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4333,GM,GMB,Gambia,2020-04-27T00:00:00.000Z,0,10,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4334,GM,GMB,Gambia,2020-04-28T00:00:00.000Z,0,10,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4335,GM,GMB,Gambia,2020-04-29T00:00:00.000Z,0,10,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4336,GM,GMB,Gambia,2020-04-30T00:00:00.000Z,1,11,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4337,GM,GMB,Gambia,2020-05-01T00:00:00.000Z,1,12,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4338,GM,GMB,Gambia,2020-05-02T00:00:00.000Z,0,12,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4339,GM,GMB,Gambia,2020-05-03T00:00:00.000Z,5,17,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4340,GM,GMB,Gambia,2020-05-04T00:00:00.000Z,0,17,0,1,冈比亚,Gambie,Gambia,Гамбия,غامبيا
4341,GE,GEO,Georgia,2020-02-26T00:00:00.000Z,1,1,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4342,GE,GEO,Georgia,2020-02-27T00:00:00.000Z,0,1,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4343,GE,GEO,Georgia,2020-02-28T00:00:00.000Z,1,2,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4344,GE,GEO,Georgia,2020-02-29T00:00:00.000Z,1,3,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4345,GE,GEO,Georgia,2020-03-01T00:00:00.000Z,0,3,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4346,GE,GEO,Georgia,2020-03-02T00:00:00.000Z,0,3,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4347,GE,GEO,Georgia,2020-03-03T00:00:00.000Z,0,3,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4348,GE,GEO,Georgia,2020-03-04T00:00:00.000Z,0,3,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4349,GE,GEO,Georgia,2020-03-05T00:00:00.000Z,6,9,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4350,GE,GEO,Georgia,2020-03-06T00:00:00.000Z,0,9,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4351,GE,GEO,Georgia,2020-03-07T00:00:00.000Z,3,12,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4352,GE,GEO,Georgia,2020-03-08T00:00:00.000Z,1,13,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4353,GE,GEO,Georgia,2020-03-09T00:00:00.000Z,2,15,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4354,GE,GEO,Georgia,2020-03-10T00:00:00.000Z,8,23,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4355,GE,GEO,Georgia,2020-03-11T00:00:00.000Z,0,23,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4356,GE,GEO,Georgia,2020-03-12T00:00:00.000Z,2,25,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4357,GE,GEO,Georgia,2020-03-13T00:00:00.000Z,0,25,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4358,GE,GEO,Georgia,2020-03-14T00:00:00.000Z,5,30,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4359,GE,GEO,Georgia,2020-03-15T00:00:00.000Z,3,33,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4360,GE,GEO,Georgia,2020-03-16T00:00:00.000Z,0,33,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4361,GE,GEO,Georgia,2020-03-17T00:00:00.000Z,1,34,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4362,GE,GEO,Georgia,2020-03-18T00:00:00.000Z,0,34,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4363,GE,GEO,Georgia,2020-03-19T00:00:00.000Z,4,38,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4364,GE,GEO,Georgia,2020-03-20T00:00:00.000Z,5,43,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4365,GE,GEO,Georgia,2020-03-21T00:00:00.000Z,6,49,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4366,GE,GEO,Georgia,2020-03-22T00:00:00.000Z,0,49,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4367,GE,GEO,Georgia,2020-03-23T00:00:00.000Z,5,54,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4368,GE,GEO,Georgia,2020-03-24T00:00:00.000Z,13,67,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4369,GE,GEO,Georgia,2020-03-25T00:00:00.000Z,6,73,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4370,GE,GEO,Georgia,2020-03-26T00:00:00.000Z,4,77,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4371,GE,GEO,Georgia,2020-03-27T00:00:00.000Z,4,81,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4372,GE,GEO,Georgia,2020-03-28T00:00:00.000Z,4,85,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4373,GE,GEO,Georgia,2020-03-29T00:00:00.000Z,5,90,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4374,GE,GEO,Georgia,2020-03-30T00:00:00.000Z,8,98,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4375,GE,GEO,Georgia,2020-03-31T00:00:00.000Z,5,103,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4376,GE,GEO,Georgia,2020-04-01T00:00:00.000Z,12,115,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4377,GE,GEO,Georgia,2020-04-02T00:00:00.000Z,6,121,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4378,GE,GEO,Georgia,2020-04-03T00:00:00.000Z,27,148,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4379,GE,GEO,Georgia,2020-04-04T00:00:00.000Z,9,157,0,0,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4380,GE,GEO,Georgia,2020-04-05T00:00:00.000Z,13,170,1,1,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4381,GE,GEO,Georgia,2020-04-06T00:00:00.000Z,18,188,1,2,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4382,GE,GEO,Georgia,2020-04-07T00:00:00.000Z,7,195,0,2,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4383,GE,GEO,Georgia,2020-04-08T00:00:00.000Z,13,208,1,3,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4384,GE,GEO,Georgia,2020-04-09T00:00:00.000Z,6,214,0,3,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4385,GE,GEO,Georgia,2020-04-10T00:00:00.000Z,16,230,0,3,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4386,GE,GEO,Georgia,2020-04-11T00:00:00.000Z,3,233,0,3,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4387,GE,GEO,Georgia,2020-04-12T00:00:00.000Z,19,252,0,3,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4388,GE,GEO,Georgia,2020-04-13T00:00:00.000Z,14,266,0,3,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4389,GE,GEO,Georgia,2020-04-14T00:00:00.000Z,30,296,0,3,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4390,GE,GEO,Georgia,2020-04-15T00:00:00.000Z,10,306,0,3,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4391,GE,GEO,Georgia,2020-04-16T00:00:00.000Z,30,336,0,3,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4392,GE,GEO,Georgia,2020-04-17T00:00:00.000Z,34,370,0,3,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4393,GE,GEO,Georgia,2020-04-18T00:00:00.000Z,15,385,0,3,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4394,GE,GEO,Georgia,2020-04-19T00:00:00.000Z,9,394,1,4,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4395,GE,GEO,Georgia,2020-04-20T00:00:00.000Z,5,399,0,4,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4396,GE,GEO,Georgia,2020-04-21T00:00:00.000Z,9,408,0,4,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4397,GE,GEO,Georgia,2020-04-22T00:00:00.000Z,3,411,1,5,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4398,GE,GEO,Georgia,2020-04-23T00:00:00.000Z,9,420,0,5,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4399,GE,GEO,Georgia,2020-04-24T00:00:00.000Z,11,431,0,5,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4400,GE,GEO,Georgia,2020-04-25T00:00:00.000Z,25,456,0,5,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4401,GE,GEO,Georgia,2020-04-26T00:00:00.000Z,29,485,0,5,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4402,GE,GEO,Georgia,2020-04-27T00:00:00.000Z,11,496,1,6,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4403,GE,GEO,Georgia,2020-04-28T00:00:00.000Z,15,511,0,6,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4404,GE,GEO,Georgia,2020-04-29T00:00:00.000Z,6,517,0,6,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4405,GE,GEO,Georgia,2020-04-30T00:00:00.000Z,22,539,0,6,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4406,GE,GEO,Georgia,2020-05-01T00:00:00.000Z,27,566,0,6,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4407,GE,GEO,Georgia,2020-05-02T00:00:00.000Z,16,582,2,8,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4408,GE,GEO,Georgia,2020-05-03T00:00:00.000Z,7,589,0,8,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4409,GE,GEO,Georgia,2020-05-04T00:00:00.000Z,4,593,1,9,格鲁吉亚,Géorgie,Georgia,Грузия,جورجيا
4410,DE,DEU,Germany,2020-01-28T00:00:00.000Z,4,4,0,0,德国,Allemagne,Alemania,Германия,ألمانيا
4411,DE,DEU,Germany,2020-01-29T00:00:00.000Z,0,4,0,0,德国,Allemagne,Alemania,Германия,ألمانيا
4412,DE,DEU,Germany,2020-01-30T00:00:00.000Z,0,4,0,0,德国,Allemagne,Alemania,Германия,ألمانيا
4413,DE,DEU,Germany,2020-01-31T00:00:00.000Z,3,7,0,0,德国,Allemagne,Alemania,Германия,ألمانيا
4414,DE,DEU,Germany,2020-02-01T00:00:00.000Z,1,8,0,0,德国,Allemagne,Alemania,Германия,ألمانيا
